X (m),Y (m),Z (m),Ux (m/s),Uy (m/s),Uz (m/s),Gamma (dimensionless),Phi_v (W/m^3),KE_Flux_Density (W/m^2)
0.012032,0.00752246,0.00508072,0.033752706,-0.049112532,0.010262712,0.093910754,0.20765059,0.11055741
0.0120456,0.00603116,0.0105353,0.030178811,-0.051070314,0.022862505,0.0385764,0.09911897,0.128471
0.0165581,0.00597295,0.00501478,0.0,0.0,0.0,0.0,40.66108,0.0
0.0152026,0.00758175,0.0049795,0.039627,-0.072373256,0.011699769,0.5597111,3.2395082,0.2893911
0.0151444,0.00609407,0.0105012,0.030602455,-0.069425695,0.026275694,0.007197515,0.037256658,0.25881612
-0.013619,0.00907748,0.00500246,0.070608705,0.121899545,0.097065784,0.022960205,1.1495816,2.503422
-0.0150636,0.00897731,0.0105,0.0,0.0,0.0,0.0,16.6902,0.0
-0.0105296,0.00902754,0.00508574,0.05388805,0.09943407,0.053496286,0.07002959,1.371432,0.97918034
-0.01217,0.0106568,0.00501794,0.09594741,0.12340175,0.10815134,0.013995604,0.9611796,3.433863
-0.012109,0.00909007,0.0105132,0.03415288,0.04685538,0.032951802,0.14261468,0.42302167,0.1483093
-0.00750271,0.00900291,0.00510744,0.0072992374,0.036046736,0.004099813,1.4101912,0.71466,0.025339117
-0.00902375,0.0105261,0.00508602,0.07285683,0.09046382,0.059442636,0.054178055,1.2035483,1.1107341
-0.00903364,0.00903352,0.0105423,0.028494608,0.029689092,0.005519603,0.89270365,0.63893527,0.03578653
-0.00450024,0.00900056,0.00511289,-0.0011850459,0.01505134,-0.01159388,0.4146796,0.028604371,0.0034489727
-0.00600179,0.0105028,0.00510583,0.027184874,0.038828604,0.016522652,0.8707386,1.1012981,0.063239306
-0.00600543,0.00900712,0.0105543,0.017702127,0.01578427,-0.009924261,1.014687,0.17243831,0.008497119
-0.00150003,0.0090003,0.00511388,0.002572757,0.008705356,-0.01052916,0.9854581,0.026477054,0.0013433881
-0.0030003,0.0105016,0.00511042,0.008490507,0.015002945,-0.0037073386,3.5043042,0.19212233,0.0027412337
-0.00300084,0.00900341,0.0105594,0.01212249,0.008567803,-0.012505887,0.452325,0.033078544,0.003656502
0.00150003,0.0090003,0.00511388,0.0060404814,0.007209446,-0.0005631304,4.8608794,0.04066233,0.00041826104
-2.31819e-12,0.010501,0.00511176,0.0090871155,0.007986213,-0.004663394,2.237749,0.048772242,0.0010897612
3.81987e-12,0.00900242,0.0105619,0.011671199,0.004590126,-0.011306804,0.3095849,0.014905412,0.0024073222
0.00450024,0.00900056,0.00511289,0.0101007745,0.006747794,-0.0053027356,0.57060677,0.013286503,0.0011642433
0.0030003,0.0105016,0.00511042,0.013017437,0.0057330253,-7.4435375e-05,1.9495331,0.056106176,0.0014389645
0.00300084,0.00900341,0.0105594,0.014736551,0.0025766618,-0.008468478,0.4205188,0.021363195,0.0025401001
0.00750271,0.00900291,0.00510744,0.013943234,0.0011151402,0.0013842989,5.4014287,0.15000373,0.0013885561
0.00600179,0.0105028,0.00510583,0.018564828,0.0012100922,0.002194797,2.9122522,0.19145544,0.0032870686
0.00600543,0.00900711,0.0105543,0.024296133,-0.008171029,0.004722271,0.9885298,0.17504391,0.00885375
0.0105296,0.0090275,0.00508575,0.03858348,-0.04060606,0.012102665,0.20470962,0.38525227,0.09409726
0.0090237,0.010526,0.00508603,0.045899857,-0.035150267,0.014924256,0.28306285,0.6025392,0.10643205
0.00903365,0.00903351,0.0105423,0.04138512,-0.03737141,0.025154669,0.11995258,0.27458954,0.11445754
0.013619,0.0090775,0.00500246,0.050579183,-0.072181694,0.01642287,0.009219808,0.06644418,0.3603339
0.01217,0.0106568,0.00501795,0.064489916,-0.07156788,0.02226783,0.01103157,0.10664247,0.4833513
0.0121096,0.00909066,0.0105132,0.04964347,-0.063087344,0.034850076,0.009600228,0.06434888,0.33514243
0.0150636,0.00897731,0.0105,0.0,0.0,0.0,0.0,30.706022,0.0
-0.0106351,0.0121562,0.00501841,0.12073475,0.11526873,0.1135522,0.009650246,0.7940639,4.114216
-0.0123364,0.0123552,0.0105,0.0,0.0,0.0,0.0,28.3048,0.0
-0.00751192,0.0120154,0.00508194,0.09787284,0.08192829,0.06892067,0.03371803,1.029139,1.526096
-0.00903859,0.0135502,0.00501183,0.14310858,0.10186708,0.11685351,0.0068853116,0.646599,4.6954956
-0.00906496,0.012077,0.0105139,0.068210125,0.049718462,0.06614766,0.04471939,0.55150074,0.6166237
-0.00450188,0.0120079,0.00509984,0.058567636,0.040770058,0.033620782,0.28064576,1.377619,0.24543737
-0.00601055,0.013522,0.00506276,0.12661451,0.07035437,0.0812604,0.01906089,0.8732413,2.2906628
-0.00601312,0.0120242,0.0105354,0.061815493,0.032324836,0.04343337,0.12456221,0.6911686,0.27743912
-0.0015004,0.0120044,0.00510513,0.03168152,0.0162814,0.012663025,1.5075337,0.8144903,0.027014
-0.00300429,0.0135258,0.0050855,0.098801725,0.037807573,0.053209133,0.069551036,1.1548814,0.8302402
-0.0030044,0.0120255,0.0105449,0.051537983,0.016508281,0.026980348,0.34689593,0.7670436,0.110558175
0.0015004,0.0120044,0.00510513,0.024009988,0.005198104,0.006508961,2.725953,0.44743747,0.0082069915
-9.49707e-11,0.0135162,0.00508997,0.076421276,0.01346785,0.03575988,0.20740311,1.2936952,0.31187943
-8.02135e-11,0.0120187,0.0105475,0.045560125,0.004986957,0.019552141,0.45603088,0.5641936,0.061859146
0.00450188,0.0120079,0.00509984,0.030763043,-0.0028574276,0.010274276,1.921815,0.66332436,0.017257757
0.00300429,0.0135258,0.0050855,0.072489366,-0.005931673,0.030474575,0.24573545,1.2050526,0.24519308
0.0030044,0.0120255,0.0105449,0.050250407,-0.0077144927,0.02435438,0.3029257,0.5426456,0.08956743
0.00751192,0.0120154,0.00508194,0.060699906,-0.034417912,0.021894665,0.1910402,0.74725074,0.19557422
0.00601055,0.013522,0.00506276,0.090922765,-0.03562835,0.03628197,0.09493805,1.0733652,0.5652977
0.00601312,0.0120242,0.0105354,0.0636477,-0.029674368,0.03810003,0.08942193,0.45603982,0.2549933
0.010635,0.0121561,0.00501843,0.08159594,-0.070541225,0.029841688,0.013588124,0.1904581,0.70082563
0.00903859,0.0135502,0.00501183,0.10261741,-0.06780311,0.039250858,0.013368934,0.287694,1.0759796
0.00906493,0.012077,0.010514,0.07432702,-0.055203896,0.048762713,0.015214427,0.17432658,0.5728989
0.0123364,0.0123552,0.0105,0.0,0.0,0.0,0.0,26.072044,0.0
-0.00752864,0.0150514,0.00499518,0.16313915,0.08571153,0.12241879,0.23309836,25.242426,5.414544
-0.0089736,0.0149074,0.0105,0.0,0.0,0.0,0.0,77.84434,0.0
-0.0045186,0.0151268,0.00502611,0.15873595,0.055788856,0.096858144,0.008156261,0.59682584,3.6586974
-0.00593099,0.0163204,0.00503409,0.0,0.0,0.0,0.0,215.79106,0.0
-0.00602223,0.0150511,0.010502,0.10676007,0.041872665,0.101286925,0.009714374,0.34795177,1.7909119
-0.00150326,0.0150581,0.0050495,0.14103667,0.025859736,0.07393742,0.019700497,0.8271963,2.09943
-0.00302198,0.0166066,0.00499932,0.17732197,0.037527565,0.10504001,0.34596306,31.80541,4.596648
-0.00301947,0.015113,0.0105087,0.10865144,0.022527212,0.087578006,0.015215409,0.42979252,1.4123594
0.00150326,0.0150581,0.00504951,0.13097838,-0.0012721418,0.060344744,0.032965124,0.98878264,1.4997405
-2.48689e-11,0.0166637,0.00499181,0.17637815,0.0082288375,0.09198252,0.26773292,21.128332,3.9457855
-2.84813e-10,0.0150858,0.0105106,0.1083828,0.004042018,0.07880561,0.018762697,0.45210987,1.2048105
0.0045186,0.0151268,0.00502611,0.13431937,-0.034931462,0.056477893,0.020587347,0.6925847,1.682064
0.00302198,0.0166066,0.00499932,0.16985628,-0.024932131,0.08193473,0.3843858,26.45936,3.4417713
0.00301947,0.015113,0.0105087,0.112144634,-0.019417306,0.07762709,0.015713047,0.41085127,1.3073571
0.00752864,0.0150514,0.00499518,0.13171776,-0.0631562,0.053256094,0.3135415,11.785033,1.879342
0.00593099,0.0163204,0.00503409,0.0,0.0,0.0,0.0,129.59285,0.0
0.00602223,0.0150511,0.010502,0.1119131,-0.044320498,0.07658224,0.011660666,0.33860075,1.4518929
0.0089736,0.0149074,0.0105,0.0,0.0,0.0,0.0,66.34184,0.0
-0.00605336,-0.01668,0.016,-0.011978042,0.0041638114,0.00021869333,47.343216,0.96588284,0.0010200858
-0.00144172,-0.0176889,0.016,5.295488e-08,0.0,0.0,1000000.0,6.593155,7.424855e-20
-0.00301696,-0.0167096,0.0160001,-0.026256934,0.004373667,0.0011701187,1.8745909,0.35458872,0.009457763
0.00144172,-0.0176889,0.016,5.295488e-08,0.0,0.0,1000000.0,4.298003,7.424855e-20
-1.97019e-13,-0.0164198,0.016001,-0.028610375,1.7687848e-05,0.0021854674,0.019556465,0.0046201,0.011812206
-2.71051e-19,-0.0177445,0.0215,5.295488e-08,0.0,0.0,1000000.0,2.1505115,7.424855e-20
0.00301696,-0.0167096,0.0160001,-0.030746423,-0.007072358,0.0031399226,0.13804546,0.043996066,0.015935354
0.00605336,-0.01668,0.016,5.295488e-08,0.0,0.0,1000000.0,2.2566454,7.424855e-20
-0.00756054,-0.0150896,0.0160001,-0.02181513,0.010735346,7.17913e-05,1.7626508,0.25334704,0.0071865353
-0.00908241,-0.0136342,0.0160005,-0.019314243,0.013203024,-0.0002821183,0.039622467,0.005075112,0.006404336
-0.0091577,-0.0151992,0.0215,-0.0054595377,0.002817911,0.00094218104,454.2114,1.0907553,0.00012007134
-0.00452519,-0.0151283,0.0160018,-0.024839448,0.007208564,0.0009985343,0.022156013,0.003842055,0.008670457
-0.00602173,-0.0135609,0.0160047,-0.022641778,0.009865516,0.00062920206,0.011900818,0.001794615,0.007539881
-0.00603191,-0.0151309,0.0215001,-0.023293415,0.008917893,0.003396314,0.03135069,0.005000554,0.00797519
-0.00150755,-0.0150454,0.016004,-0.027322741,0.002245255,0.002000918,0.0099332,0.0020630385,0.0103845615
-0.00300832,-0.0135528,0.0160111,-0.024395797,0.0051989206,0.0013264512,0.010568763,0.0016471827,0.0077926945
-0.00301269,-0.0151045,0.0215006,-0.026404392,0.004433772,0.004393474,0.015700446,0.0031359128,0.0099867005
0.00150755,-0.0150454,0.016004,-0.028442916,-0.0036231214,0.002880663,0.010796807,0.0025837214,0.011965211
-1.26593e-11,-0.0135098,0.0160139,-0.025738051,-0.00064037903,0.0020392258,0.0058027636,0.0009996296,0.008613393
-1.50877e-11,-0.0149947,0.0215016,-0.027943209,-0.00085906574,0.0053488356,0.013195938,0.0030430236,0.0115301525
0.00452519,-0.0151283,0.0160018,-0.03008845,-0.009731728,0.00396381,0.0074175107,0.0024011955,0.016185993
0.00300832,-0.0135528,0.0160111,-0.02721273,-0.0070315097,0.003084863,0.006516354,0.0014730758,0.0113029145
0.00301269,-0.0151045,0.0215006,-0.029745758,-0.0072698193,0.006945637,0.009637265,0.002983353,0.015478215
0.00756054,-0.0150896,0.0160001,-0.03064542,-0.018586067,0.005394758,0.3718408,0.17704958,0.023807175
0.00602173,-0.0135609,0.0160047,-0.028344458,-0.014362481,0.004857495,0.0076390817,0.0025372955,0.016607333
0.00603191,-0.0151309,0.0215001,-0.031402506,-0.013447297,0.009275306,0.010401229,0.004613177,0.022176113
0.00908241,-0.0136342,0.0160005,-0.029924408,-0.022546008,0.007090394,0.013071596,0.007247778,0.027723387
0.0091577,-0.0151992,0.0215,5.295488e-08,0.0,0.0,1000000.0,4.406406,7.424855e-20
0.0117779,-0.0132779,0.016,-0.012571045,-0.016774466,0.004501172,7825.201,771.2072,0.004927715
-0.0132749,-0.0117749,0.016,-0.006781584,0.011670056,-0.0009279575,76.3073,1.8896847,0.001238207
-0.0105473,-0.0120688,0.0160014,-0.016312579,0.015218794,-0.0008320814,0.054680213,0.006084191,0.0055634305
-0.0120689,-0.0105496,0.0160014,-0.012416789,0.017459547,-0.0015662311,0.06038613,0.0059861294,0.0049565434
-0.0120692,-0.0120691,0.0215,-0.014359577,0.016728561,0.0013021316,0.68725705,0.07402847,0.005385792
-0.00752786,-0.012048,0.0160093,-0.019014118,0.012624681,-0.00028130758,0.021066181,0.0025051888,0.0059459964
-0.00902776,-0.0105365,0.0160117,-0.015670693,0.014853401,-0.0012254686,0.023812424,0.002408513,0.0050572613
-0.00904332,-0.0120697,0.0215011,-0.017944684,0.01374778,0.0016420461,0.019998703,0.0023285104,0.0058216536
-0.00450833,-0.0120305,0.0160161,-0.020268964,0.008071472,4.0695868e-05,0.012104179,0.0012569559,0.0051922393
-0.00600817,-0.0105164,0.0160193,-0.0167963,0.010577217,-0.0011102799,0.016187998,0.0012719245,0.0039286036
-0.0060153,-0.0120361,0.021504,-0.019593524,0.010010393,0.0014666069,0.022049591,0.0023643416,0.0053614182
-0.00150204,-0.0120133,0.0160203,-0.021634335,0.0027862235,0.00059348106,0.031373914,0.0032598497,0.00519516
-0.00300205,-0.0105091,0.0160241,-0.016965985,0.0059407284,-0.0012872085,0.052525427,0.0030745484,0.0029267238
0.00150204,-0.0120133,0.0160203,-0.022669971,-0.0032532737,0.001175487,0.036225572,0.004368794,0.006029987
-2.50566e-11,-0.0105035,0.0160301,-0.017007347,0.0008307176,-0.0013064513,0.09651479,0.0048070597,0.0024903228
0.00450833,-0.0120305,0.0160161,-0.024049062,-0.010330159,0.0028844634,0.019071912,0.0034822533,0.009129271
0.00300205,-0.0105091,0.0160241,-0.017896594,-0.0059523983,-0.0002895013,0.084801756,0.0056914,0.003355709
0.00752787,-0.012048,0.0160093,-0.026220774,-0.018608829,0.00580695,0.010892056,0.003799137,0.017439945
0.00600817,-0.0105164,0.0160193,-0.020382373,-0.013584311,0.0027665403,0.047986113,0.007187413,0.007489056
0.0060153,-0.0120361,0.021504,-0.025208857,-0.014911698,0.0074267774,0.01585581,0.0043741753,0.013793604
0.0105473,-0.0120688,0.0160014,-0.02741949,-0.028453844,0.009180641,0.015351261,0.010249045,0.03338177
0.00902777,-0.0105365,0.0160117,-0.02351939,-0.023836538,0.007175482,0.016727187,0.0067185466,0.020082716
0.00904328,-0.0120697,0.0215011,-0.026387285,-0.023665808,0.012319895,0.012365834,0.0065341904,0.02642034
0.0120689,-0.0105495,0.0160014,-0.02460088,-0.036437407,0.0118553825,0.031366657,0.02961453,0.047207024
0.0120692,-0.0120691,0.0215,-0.021678546,-0.0346626,0.015831059,0.46605957,0.39273342,0.042133395
-0.0136315,-0.00909103,0.0160004,-0.009771479,0.020381147,-0.0021880034,0.0450067,0.0052701468,0.005854847
-0.0150895,-0.00756686,0.0160001,-0.008071502,0.017835548,-0.0030531355,2.7237253,0.21186128,0.0038891821
-0.0151881,-0.00918242,0.0215,-0.0037819347,0.010365762,2.675438e-05,87.07839,1.1698459,0.00067172
-0.010536,-0.00902901,0.0160118,-0.012332316,0.016894931,-0.002306661,0.030896405,0.0028792943,0.0046595945
-0.0120471,-0.00753136,0.0160092,-0.009253409,0.018454237,-0.0032734477,0.0337786,0.0030847108,0.004566073
-0.012069,-0.00904666,0.0215011,-0.01133602,0.017584939,1.1290362e-05,0.024747109,0.0022664291,0.00457918
-0.00750912,-0.00901179,0.0160216,-0.013815431,0.0131236445,-0.0021835563,0.022851644,0.0016123102,0.003527777
-0.00901146,-0.00750971,0.0160217,-0.010512333,0.015359732,-0.0033009136,0.016416565,0.0011088691,0.0033772874
-0.00450192,-0.00900477,0.0160266,-0.013880666,0.008294689,-0.002631231,0.07065321,0.0031067126,0.0021985644
-0.00600206,-0.0075028,0.0160328,-0.010456092,0.011245979,-0.004011683,0.044952147,0.0017971369,0.0019989444
-0.00150034,-0.00900191,0.0160345,-0.012474186,0.003940859,-0.0037069547,0.19494456,0.004900452,0.0012568836
-0.00300034,-0.00750102,0.0160372,-0.009454147,0.0064682853,-0.0053060353,0.2236483,0.00449977,0.0010059924
0.00150034,-0.00900191,0.0160345,-0.012183938,-0.001279016,-0.0036983984,0.30215037,0.0063320496,0.0010478309
-8.24964e-11,-0.00750044,0.016039,-0.008425646,0.0016154919,-0.0064289863,0.67914397,0.008368161,0.0006160815
0.00450192,-0.00900477,0.0160266,-0.013930174,-0.008018653,-0.0015542052,0.2599856,0.010947651,0.0021054342
0.00300034,-0.00750102,0.0160372,-0.008174036,-0.0034329982,-0.0062671443,0.95610344,0.012236322,0.0006399058
0.00750912,-0.00901179,0.0160216,-0.017473241,-0.016793288,0.0030995933,0.09439727,0.013767378,0.007292255
0.00600206,-0.0075028,0.0160328,-0.009882283,-0.009587019,-0.0027700758,0.5426892,0.015033362,0.0013850803
0.010536,-0.009029,0.0160118,-0.021265537,-0.030341787,0.009475057,0.029628437,0.016573252,0.027968489
0.00901147,-0.00750971,0.0160217,-0.0143039515,-0.022038605,0.0050282096,0.1077012,0.020616421,0.00957112
0.0136315,-0.00909102,0.0160004,-0.024042392,-0.043319106,0.014045554,0.007578461,0.010349199,0.068280354
0.0120471,-0.00753135,0.0160092,-0.018958684,-0.037643112,0.012507427,0.015396822,0.01308385,0.042488802
0.012069,-0.00904671,0.0215011,-0.022122044,-0.036891792,0.017984217,0.01111774,0.011268139,0.050676394
0.0150895,-0.00756686,0.0160001,-0.020219691,-0.04593502,0.015880715,0.85189843,1.2426717,0.07293544
0.0151881,-0.00918242,0.0215,-0.004680542,-0.011630363,0.0058831875,249.08195,6.615508,0.0013279782
-0.0166852,-0.00605377,0.016,-0.0006850544,0.008683612,-0.0016734694,99.7918,0.69638485,0.00034891887
-0.0135589,-0.00603,0.0160045,-0.006044649,0.018904286,-0.0036592283,0.05201698,0.00427579,0.0041099945
-0.0151183,-0.00455861,0.0160016,-0.0014842823,0.018356107,-0.0035893382,0.13818905,0.009127438,0.0033025187
-0.0151265,-0.00605083,0.0215001,-0.0061909216,0.018870788,-0.001266866,0.04561134,0.003594843,0.003940734
-0.010516,-0.00600996,0.0160192,-0.007724139,0.016663862,-0.003940596,0.020912362,0.0013862265,0.003314371
-0.0120292,-0.00451454,0.016016,-0.004464753,0.017742421,-0.0043617645,0.06708356,0.0044633965,0.003326744
-0.012035,-0.00601983,0.021504,-0.0068753036,0.01803637,-0.0016411145,0.016683696,0.0012128707,0.003634898
-0.0075027,-0.00600227,0.0160328,-0.008002671,0.013425685,-0.004748192,0.024504084,0.0010680901,0.0021794124
-0.00900462,-0.00450268,0.0160266,-0.0053605386,0.014862007,-0.005132358,0.025868757,0.0011858634,0.0022920766
-0.00450038,-0.00600057,0.0160388,-0.0071425727,0.008979979,-0.0065766843,0.15021531,0.0034748246,0.0011566147
-0.00600054,-0.00450044,0.0160388,-0.0050805407,0.011231021,-0.0070653986,0.07754282,0.0022240342,0.0014340685
-0.00150005,-0.00600019,0.0160415,-0.005744489,0.004465446,-0.00944848,0.5265361,0.008929716,0.0008479681
-0.00300006,-0.0045001,0.0160427,-0.0038079657,0.006895421,-0.010707224,0.25466815,0.005981365,0.0011743449
0.00150005,-0.00600019,0.0160415,-0.004179605,-0.00019650174,-0.01240674,0.75801194,0.017014727,0.0011223258
-7.90385e-11,-0.00450004,0.0160439,-0.0020374293,0.0025304572,-0.01540579,0.206286,0.008051286,0.0019514865
0.00450038,-0.00600057,0.0160388,-0.0045059016,-0.005099803,-0.009707313,0.90094787,0.015011146,0.00083307514
0.00300006,-0.0045001,0.0160427,-0.0012355394,-0.0020128733,-0.015659915,0.22065133,0.008764494,0.0019860507
0.0075027,-0.00600227,0.0160328,-0.0066881413,-0.012135835,-0.0027307903,0.72080255,0.020305922,0.0014085635
0.00600054,-0.00450044,0.0160388,-0.0019246638,-0.007013268,-0.010097206,0.7878363,0.015180175,0.0009634092
0.010516,-0.00600996,0.0160192,-0.011607303,-0.028253783,0.008326857,0.07612356,0.024157008,0.015866973
0.00900462,-0.00450268,0.0160266,-0.0045172283,-0.018752968,0.0015200685,0.5553776,0.04023225,0.0036220627
0.0135589,-0.00603,0.0160045,-0.015004031,-0.046624526,0.016660742,0.008818462,0.012211113,0.06923608
0.0120292,-0.00451454,0.016016,-0.008930891,-0.036833655,0.012861995,0.045833457,0.02938595,0.032057315
0.012035,-0.00601984,0.021504,-0.013991797,-0.03663044,0.017726522,0.026320461,0.020973975,0.03984348
0.0166852,-0.00605377,0.016,-0.0047480664,-0.02570881,0.0088941045,10.538256,2.2192547,0.010529517
0.0151183,-0.00455861,0.0160016,-0.010853065,-0.05240648,0.019766588,0.0075879237,0.014090898,0.09285082
0.0151265,-0.00605083,0.0215001,-0.015281581,-0.045412406,0.024648387,0.018056722,0.028248115,0.078220494
-0.0167036,-0.00303942,0.0160001,0.007811255,0.01944467,-0.0004864361,6.6279635,0.6103688,0.0046044975
-0.0176862,-0.0014419,0.016,0.018785633,0.005420377,-0.0041575828,25.572227,2.0424497,0.003993492
-0.0135516,-0.00302073,0.0160107,0.0017840363,0.018313333,-0.0039436147,0.79259366,0.052815758,0.0033318307
-0.0150504,-0.0015273,0.0160032,0.019937217,0.021834303,-0.001505698,0.45041397,0.11687919,0.01297464
-0.0151001,-0.00303656,0.0215006,-0.0024306208,0.01970458,-0.0014942164,0.01830679,0.001444877,0.003946287
-0.0105091,-0.00300399,0.016024,-0.0018778191,0.016155273,-0.0052566673,0.12802817,0.006393194,0.002496792
-0.0120158,-0.00150493,0.0160199,0.0063790744,0.018968483,-0.0042029484,0.18875764,0.01614059,0.00427548
-0.00750104,-0.00300052,0.0160371,-0.0028906276,0.013332452,-0.00675059,0.030139022,0.0010628286,0.0017632102
-0.00900231,-0.00150063,0.0160344,0.0011635902,0.015624871,-0.0063428525,0.105417274,0.0050912914,0.002414828
-0.00450011,-0.00300007,0.0160426,-0.002315765,0.009124064,-0.010067836,0.13660064,0.0035767562,0.0013092018
-0.00600024,-0.00150006,0.0160414,-0.0004160602,0.011407769,-0.009250111,0.0736794,0.0023369489,0.0015858903
-0.00150001,-0.00300002,0.0160454,-0.0008426218,0.004656758,-0.015341943,0.124347776,0.0051462166,0.0020692837
-0.00300003,-0.00150001,0.0160455,0.00045887852,0.0068237716,-0.014368749,0.118488535,0.004774885,0.0020149143
0.00150001,-0.00300002,0.0160455,0.0008406831,0.0005333385,-0.019093757,0.022728566,0.0015886017,0.0034947249
-1.04512e-11,-0.0015,0.0160475,0.0018939342,0.002564108,-0.018961418,0.020851288,0.0014821829,0.0035541758
0.00450011,-0.00300007,0.0160426,0.00048763002,-0.0034904983,-0.01669815,0.18412393,0.009151835,0.0024852378
0.00300003,-0.00150001,0.0160454,0.0024876562,-0.0009125026,-0.019873623,0.014089527,0.00113555,0.004029766
0.00750104,-0.00300052,0.0160371,4.8551887e-05,-0.0092710685,-0.008104032,1.2082396,0.022559656,0.0009335755
0.00600024,-0.00150006,0.0160414,0.0022704601,-0.005167137,-0.014768556,0.3516904,0.013898824,0.0019760027
0.0105091,-0.00300399,0.016024,-0.0027672339,-0.02526843,0.0063471966,0.26151076,0.047031805,0.008992326
0.00900231,-0.00150063,0.0160343,0.0014861512,-0.013662613,-0.003586373,1.4389393,0.04123093,0.0014326848
0.0135516,-0.00302073,0.0160107,-0.0049115727,-0.04820892,0.018828401,0.012663569,0.01779347,0.07025456
0.0120158,-0.00150493,0.0160199,0.00094518455,-0.038118917,0.014377078,0.0793157,0.053675324,0.033836506
0.0167036,-0.00303942,0.0160001,-0.0056443387,-0.05597929,0.02213633,0.7865496,1.7384268,0.11050967
0.0150504,-0.0015273,0.0160032,-0.0006260785,-0.05677066,0.02322879,0.0048850304,0.011275797,0.11541174
0.0151001,-0.00303656,0.0215006,-0.006206762,-0.05075231,0.028416082,0.0073963874,0.01480473,0.100080825
0.0176862,-0.0014419,0.016,0.0048782146,-0.03170899,0.011901305,24.461102,9.800646,0.020033125
-0.0164687,2.27431e-05,0.0160003,0.011637198,0.024658138,-0.008857262,0.2832509,0.066741996,0.011781427
-0.0177383,-9.5963e-06,0.0215,2.6441809e-08,0.0,0.0,1000000.0,1.0221251,9.24365e-21
-0.0135247,5.00004e-06,0.0160126,0.01102385,0.022552393,-0.002791747,0.23978195,0.038634524,0.008056179
-0.0150841,0.00153725,0.0160027,0.0059149098,0.023747984,-0.007196041,0.22857152,0.037942793,0.008299983
-0.015029,1.37268e-05,0.0215008,0.0005771093,0.021833597,-0.002160929,0.03517446,0.003718811,0.0052862377
-0.0105058,6.39381e-07,0.0160299,0.00820286,0.019818116,-0.005339521,0.11594377,0.012520387,0.005399336
-0.0120199,0.00150725,0.0160197,0.009411252,0.022367017,-0.004710792,0.05493621,0.008297939,0.00755234
-0.0075007,8.28392e-08,0.0160389,0.0022771072,0.01452123,-0.0077217817,0.057023823,0.0026101032,0.0022886079
-0.00900283,0.00150109,0.0160342,0.0064493297,0.018450182,-0.0066615497,0.07666891,0.0067501506,0.0044021434
-0.00450008,1.46181e-08,0.0160438,0.0017943823,0.009459203,-0.011793794,0.07275788,0.0025675674,0.0017644601
-0.0060003,0.00150015,0.0160413,0.0036057688,0.012380321,-0.00999397,0.04929889,0.0021405974,0.0021710403
-0.00150001,6.34366e-09,0.0160474,0.0028665422,0.004793123,-0.017302034,0.026518574,0.0015937082,0.0030048904
-0.00300003,0.00150003,0.0160452,0.0039337836,0.0073139686,-0.0143786725,0.042277142,0.0019355142,0.0022890787
0.00150001,6.31984e-09,0.0160474,0.0038796605,0.0011596925,-0.019606812,0.005359824,0.00043011113,0.0040123626
6.96298e-13,0.00150002,0.0160472,0.004809127,0.0032724272,-0.017708216,0.0084999,0.0005504161,0.00323778
0.00450008,1.45784e-08,0.0160437,0.0038266345,-0.0019713792,-0.018159186,0.05427542,0.0035278192,0.0032499237
0.00300003,0.00150003,0.0160451,0.005416764,0.00010498326,-0.01811109,0.007754773,0.00052388397,0.0033778164
0.0075007,8.28466e-08,0.0160389,0.0041130832,-0.0077036116,-0.00936129,1.0128081,0.021251183,0.001049122
0.0060003,0.00150015,0.0160413,0.005979925,-0.003991284,-0.013962834,0.3745915,0.014510461,0.001936838
0.0105058,6.39178e-07,0.0160299,0.004418116,-0.024673285,0.0060868626,0.3778306,0.06484301,0.008580963
0.00900283,0.00150109,0.0160342,0.0066508143,-0.015094256,-0.0012703629,1.1613579,0.052582283,0.0022638277
0.0135247,4.99966e-06,0.0160126,0.005609098,-0.050497133,0.0220118,0.013636863,0.0231505,0.08488206
0.0120199,0.00150725,0.0160197,0.010119201,-0.041592494,0.0180771,0.06373407,0.06394189,0.050163034
0.0164687,2.27431e-05,0.0160003,0.0035368712,-0.062098198,0.02602027,0.0044104983,0.013517489,0.1532422
0.0150841,0.00153725,0.0160027,0.009932989,-0.05924327,0.027550118,0.005334569,0.015397122,0.14431457
0.015029,1.37266e-05,0.0215008,0.0039042563,-0.053251497,0.031952158,0.0053093345,0.012791669,0.12046396
0.0177383,-9.5963e-06,0.0215,0.002210998,-0.014494607,0.008846464,156.8218,7.8749137,0.0025107842
-0.0167083,0.00301495,0.0160001,0.00033018392,0.011041576,-0.02127727,2.1317263,0.29372928,0.00688947
-0.013556,0.00301943,0.0160105,0.0067833834,0.020447468,-0.0065846047,0.20035325,0.02290405,0.005715917
-0.0150864,0.00454763,0.0160015,0.0025309843,0.015481182,-0.013263028,0.64993286,0.056338787,0.0043342006
-0.0151053,0.00302451,0.0215005,0.0029436403,0.019298343,-0.004383167,0.07241493,0.005799782,0.004004549
-0.0105112,0.00300544,0.0160238,0.008220099,0.019670079,-0.0065352386,0.09649103,0.010697253,0.0055431337
-0.012035,0.00452075,0.0160156,0.007647007,0.017668316,-0.007788566,0.1390602,0.0124561535,0.004478691
-0.0075015,0.00300092,0.0160368,0.0058837733,0.015863566,-0.008217286,0.04904027,0.00326348,0.003327347
